repo_owner_name,repo_name,is_private,description,language,stars,ventures_using,venture_ids,venture_names,status
Worldwidebro/mc-001-youtube-channel-network,mc-001-youtube-channel-network,True,Civilization OS — MC-001-YouTube-Channel-Network,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-002-podcast-network,mc-002-podcast-network,True,Civilization OS — MC-002-Podcast-Network,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-003-blog-network,mc-003-blog-network,True,Civilization OS — MC-003-Blog-Network,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-004-influencer-agency,mc-004-influencer-agency,True,Civilization OS — MC-004-Influencer-Agency,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-005-content-creation-studio,mc-005-content-creation-studio,True,Civilization OS — MC-005-Content-Creation-Studio,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-006-video-production-company,mc-006-video-production-company,True,Civilization OS — MC-006-Video-Production-Company,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-007-animation-studio,mc-007-animation-studio,True,Civilization OS — MC-007-Animation-Studio,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-008-music-production,mc-008-music-production,True,Civilization OS — MC-008-Music-Production,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-009-stock-photography,mc-009-stock-photography,True,Civilization OS — MC-009-Stock-Photography,,0,20,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video|Online Magazine|News Website|Streaming Platform|Gaming Channel|Esports Team|Virtual Events Platform|Online Course Platform|Membership Site|Digital Download Store|Nft Marketplace,aligned
Worldwidebro/mc-010-stock-video,mc-010-stock-video,True,Civilization OS — MC-010-Stock-Video,,0,10,MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video,Youtube Channel Network|Podcast Network|Blog Network|Influencer Agency|Content Creation Studio|Video Production Company|Animation Studio|Music Production|Stock Photography|Stock Video,aligned
Worldwidebro/mc-011-online-magazine,mc-011-online-magazine,True,Civilization OS — MC-011-Online-Magazine,,0,1,MC-011-Online-Magazine,Online Magazine,aligned
Worldwidebro/mc-012-news-website,mc-012-news-website,True,Civilization OS — MC-012-News-Website,,0,1,MC-012-News-Website,News Website,aligned
Worldwidebro/mc-013-streaming-platform,mc-013-streaming-platform,True,Civilization OS — MC-013-Streaming-Platform,,0,1,MC-013-Streaming-Platform,Streaming Platform,aligned
Worldwidebro/mc-014-gaming-channel,mc-014-gaming-channel,True,Civilization OS — MC-014-Gaming-Channel,,0,1,MC-014-Gaming-Channel,Gaming Channel,aligned
Worldwidebro/mc-015-esports-team,mc-015-esports-team,True,Civilization OS — MC-015-Esports-Team,,0,1,MC-015-Esports-Team,Esports Team,aligned
Worldwidebro/mc-016-virtual-events-platform,mc-016-virtual-events-platform,True,Civilization OS — MC-016-Virtual-Events-Platform,,0,1,MC-016-Virtual-Events-Platform,Virtual Events Platform,aligned
Worldwidebro/mc-017-online-course-platform,mc-017-online-course-platform,True,Civilization OS — MC-017-Online-Course-Platform,,0,1,MC-017-Online-Course-Platform,Online Course Platform,aligned
Worldwidebro/mc-018-membership-site,mc-018-membership-site,True,Civilization OS — MC-018-Membership-Site,,0,1,MC-018-Membership-Site,Membership Site,aligned
Worldwidebro/mc-019-digital-download-store,mc-019-digital-download-store,True,Civilization OS — MC-019-Digital-Download-Store,,0,1,MC-019-Digital-Download-Store,Digital Download Store,aligned
Worldwidebro/mc-020-nft-marketplace,mc-020-nft-marketplace,True,Civilization OS — MC-020-NFT-Marketplace,,0,1,MC-020-NFT-Marketplace,Nft Marketplace,aligned
Worldwidebro/ops-001-fractional-cto-agency,ops-001-fractional-cto-agency,True,Civilization OS — OPS-001-Fractional-CTO-Agency,,0,67,OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|OPS-001-VENTURE-STAFFING,Fractional Cto Agency|Supply Chain Optimizer|Event Planning Ai|Inventory Management Ai|Project Management Ai|Document Automation Ai|Meeting Assistant Ai|Recruitment Ai|Onboarding Ai|Training Platform Ai|Performance Review Ai|It Support Ai|Facilities Management Ai|Travel Booking Ai|Expense Management Ai|Contract Management Ai|Compliance Monitoring Ai|Quality Control Ai|Asset Management Ai|Time Tracking Ai|Document Security Ai|Knowledge Management Ai|Meeting Transcription Ai|Task Automation Ai|Resource Allocation Ai|Budget Planning Ai|Cost Optimization Ai|Procurement Ai|Vendor Management Ai|Contract Negotiation Ai|Legal Document Ai|Compliance Reporting Ai|Training Content Ai|Employee Engagement Ai|Succession Planning Ai|Workspace Design Ai|Energy Efficiency Ai|Security Monitoring Ai|Health Safety Ai|Disaster Recovery Ai|It Asset Management|Cloud Cost Management|Data Governance Ai|Network Monitoring Ai|Software Licensing Ai|It Procurement Ai|System Integration Ai|Data Backup Ai|Business Continuity Ai|Compliance Audit Ai|Document Collaboration Ai|Video Conferencing Ai|Email Management Ai|Calendar Optimization Ai|Project Budget Ai|Resource Forecasting Ai|Task Prioritization Ai|Time Management Ai|Meeting Minutes Ai|Document Translation Ai|Form Automation Ai|Report Generation Ai|Dashboard Creation Ai|Analytics Platform Ai|Data Cleaning Ai|Workflow Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-002-supply-chain-optimizer,ops-002-supply-chain-optimizer,True,Civilization OS — OPS-002-Supply-Chain-Optimizer,,0,67,OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|OPS-001-VENTURE-STAFFING,Fractional Cto Agency|Supply Chain Optimizer|Event Planning Ai|Inventory Management Ai|Project Management Ai|Document Automation Ai|Meeting Assistant Ai|Recruitment Ai|Onboarding Ai|Training Platform Ai|Performance Review Ai|It Support Ai|Facilities Management Ai|Travel Booking Ai|Expense Management Ai|Contract Management Ai|Compliance Monitoring Ai|Quality Control Ai|Asset Management Ai|Time Tracking Ai|Document Security Ai|Knowledge Management Ai|Meeting Transcription Ai|Task Automation Ai|Resource Allocation Ai|Budget Planning Ai|Cost Optimization Ai|Procurement Ai|Vendor Management Ai|Contract Negotiation Ai|Legal Document Ai|Compliance Reporting Ai|Training Content Ai|Employee Engagement Ai|Succession Planning Ai|Workspace Design Ai|Energy Efficiency Ai|Security Monitoring Ai|Health Safety Ai|Disaster Recovery Ai|It Asset Management|Cloud Cost Management|Data Governance Ai|Network Monitoring Ai|Software Licensing Ai|It Procurement Ai|System Integration Ai|Data Backup Ai|Business Continuity Ai|Compliance Audit Ai|Document Collaboration Ai|Video Conferencing Ai|Email Management Ai|Calendar Optimization Ai|Project Budget Ai|Resource Forecasting Ai|Task Prioritization Ai|Time Management Ai|Meeting Minutes Ai|Document Translation Ai|Form Automation Ai|Report Generation Ai|Dashboard Creation Ai|Analytics Platform Ai|Data Cleaning Ai|Workflow Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-003-event-planning-ai,ops-003-event-planning-ai,True,Civilization OS — OPS-003-Event-Planning-AI,,0,67,OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|OPS-001-VENTURE-STAFFING,Fractional Cto Agency|Supply Chain Optimizer|Event Planning Ai|Inventory Management Ai|Project Management Ai|Document Automation Ai|Meeting Assistant Ai|Recruitment Ai|Onboarding Ai|Training Platform Ai|Performance Review Ai|It Support Ai|Facilities Management Ai|Travel Booking Ai|Expense Management Ai|Contract Management Ai|Compliance Monitoring Ai|Quality Control Ai|Asset Management Ai|Time Tracking Ai|Document Security Ai|Knowledge Management Ai|Meeting Transcription Ai|Task Automation Ai|Resource Allocation Ai|Budget Planning Ai|Cost Optimization Ai|Procurement Ai|Vendor Management Ai|Contract Negotiation Ai|Legal Document Ai|Compliance Reporting Ai|Training Content Ai|Employee Engagement Ai|Succession Planning Ai|Workspace Design Ai|Energy Efficiency Ai|Security Monitoring Ai|Health Safety Ai|Disaster Recovery Ai|It Asset Management|Cloud Cost Management|Data Governance Ai|Network Monitoring Ai|Software Licensing Ai|It Procurement Ai|System Integration Ai|Data Backup Ai|Business Continuity Ai|Compliance Audit Ai|Document Collaboration Ai|Video Conferencing Ai|Email Management Ai|Calendar Optimization Ai|Project Budget Ai|Resource Forecasting Ai|Task Prioritization Ai|Time Management Ai|Meeting Minutes Ai|Document Translation Ai|Form Automation Ai|Report Generation Ai|Dashboard Creation Ai|Analytics Platform Ai|Data Cleaning Ai|Workflow Management Ai|Venture Staffing Operations,aligned
Worldwidebro/ops-004-inventory-management-ai,ops-004-inventory-management-ai,True,Civilization OS — OPS-004-Inventory-Management-AI,,0,67,OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|OPS-001-VENTURE-STAFFING,Fractional Cto Agency|Supply Chain Optimizer|Event Planning Ai|Inventory Management Ai|Project Management Ai|Document Automation Ai|Meeting Assistant Ai|Recruitment Ai|Onboarding Ai|Training Platform Ai|Performance Review Ai|It Support Ai|Facilities Management Ai|Travel Booking Ai|Expense Management Ai|Contract Management Ai|Compliance Monitoring Ai|Quality Control Ai|Asset Management Ai|Time Tracking Ai|Document Security Ai|Knowledge Management Ai|Meeting Transcription Ai|Task Automation Ai|Resource Allocation Ai|Budget Planning Ai|Cost Optimization Ai|Procurement Ai|Vendor Management Ai|Contract Negotiation Ai|Legal Document Ai|Compliance Reporting Ai|Training Content Ai|Employee Engagement Ai|Succession Planning Ai|Workspace Design Ai|Energy Efficiency Ai|Security Monitoring Ai|Health Safety Ai|Disaster Recovery Ai|It Asset Management|Cloud Cost Management|Data Governance Ai|Network Monitoring Ai|Software Licensing Ai|It Procurement Ai|System Integration Ai|Data Backup Ai|Business Continuity Ai|Compliance Audit Ai|Document Collaboration Ai|Video Conferencing Ai|Email Management Ai|Calendar Optimization Ai|Project Budget Ai|Resource Forecasting Ai|Task Prioritization Ai|Time Management Ai|Meeting Minutes Ai|Document Translation Ai|Form Automation Ai|Report Generation Ai|Dashboard Creation Ai|Analytics Platform Ai|Data Cleaning Ai|Workflow Management Ai|Venture Staffing Operations,aligned
