repo_name,repo_slug,is_private,category,admin_owner,write_access,read_access,ventures_served
iza-os-data,,yes,other,COO,COO,tech-team,
iza-os-data-integration-hub,,yes,other,COO,COO,tech-team,
iza-os-defi-platform,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-deployment-automation-bot,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-docs,,yes,other,COO,COO,tech-team,
iza-os-ecosystem,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-embedding-service,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-enterprise,,yes,other,COO,COO,tech-team,
iza-os-enterprise-integrations,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-finance-advisor-alerting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-analytics-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-automation-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-compliance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-discovery-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-forecasting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-integration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-intelligence-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-management-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-monitoring-bot,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-finance-advisor-optimization-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-orchestration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-processing-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-reporting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-security-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-finance-advisor-synthesis-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-financial-core,,yes,other,COO,COO,tech-team,FIN-001-GenixBank-Lite|FIN-002-Credit-Repair-Automation|FIN-003-AI-Boss-Hub-Lite|FIN-004-GenixBanks-AI-Treasurer|FIN-005-U-Haul-Rental-Affiliate|FIN-006-Tax-Prep-Filing-Services|FIN-007-Business-Credit-Building|FIN-008-Business-Formation-Services|FIN-009-Crypto-Tax-Optimizer|FIN-010-AI-Powered-Garbage-Collection|FIN-011-Automated-Bookkeeping|FIN-012-Invoice-Factoring-AI|FIN-013-Charity-Donation-AI|FIN-014-Expense-Tracker-AI|FIN-015-Financial-Wellness-Coach|FIN-016-Trade-Finance-AI|FIN-017-Remittance-AI|FIN-018-Wealth-Transfer-AI|FIN-019-Payment-Gateway-AI|FIN-020-Debt-Consolidation-AI|FIN-021-Tax-Deduction-Finder|FIN-022-Budget-Forecasting-AI|FIN-023-Investment-Portfolio-AI|FIN-024-Crowdfunding-AI|FIN-025-Escrow-Automation|FIN-026-Financial-Compliance-Scanner|FIN-027-Patent-Writer-AI|FIN-028-Legal-Analyzer-AI|FIN-029-Compliance-Wallet-SaaS|FIN-030-Local-SEO-Ranker-AI|FIN-031-Investor-Dashboard-Builder|FIN-032-Legal-Toolkit-AI|FIN-033-AI-Tax-Preparation-Service|FIN-034-Payroll-Automation|FIN-035-Insurance-Underwriting-AI|FIN-036-Arbitrage-Nexus-Platform|BW-001-Lash-Extension-Studio|BW-002-Mobile-Lash-Service|BW-003-Luxury-Lash-Bar|BW-004-Lash-Training-Academy|BW-005-Lash-Supply-Company|BW-006-Lash-Glue-Brand|BW-007-Lash-Kits-&-Tools|BW-008-Private-Label-Lashes|BW-009-Franchise-Lash-Salons|BW-010-Online-Lash-Education|BW-011-Nail-Salon|BW-012-Mobile-Nail-Tech|BW-013-Luxury-Nail-Spa|BW-014-Press-On-Nail-Brand|BW-015-Nail-Art-Studio|BW-016-Nail-Polish-Brand|BW-017-Nail-Care-Products|BW-018-Nail-Booking-Marketplace|BW-019-Salon-Management-Software|BW-020-AI-Nail-Design-Generator|BW-021-Hair-Salon|BW-022-Barbershop|BW-023-Mobile-Hairstyling|BW-024-Hair-Braiding-Studio|BW-025-Wig-Installation-Studio|BW-026-Hair-Extension-Salon|BW-027-Hair-Care-Line|BW-028-Wig-Brand|BW-029-Hair-Extensions-Brand|BW-030-Scalp-Treatment-Products|BW-031-Hair-Marketplace|BW-032-Stylist-Booking-Platform|BW-033-AI-Hairstyle-Simulator|BW-034-Salon-Franchise-Chain|BW-035-Makeup-Studio|BW-036-Bridal-Makeup-Service|BW-037-Mobile-Makeup-Artist|BW-038-Photoshoot-Makeup-Team|BW-039-Cosmetics-Brand|BW-040-Beauty-Tools-Brand|FH-001-Personal-Chef-Service|FH-002-Meal-Prep-Delivery|FH-003-Private-Dinner-Experiences|FH-004-Catering-Company|FH-005-Corporate-Lunch-Service|FH-006-Healthy-Meal-Prep-for-Gyms|FH-007-Elderly-Meal-Service|FH-008-Athlete-Nutrition-Service|FH-009-Packaged-Food-Brand|FH-010-Frozen-Meals-Company|FH-011-Sauce-or-Seasoning-Brand|FH-012-Protein-Snacks-Brand|FH-013-Meal-Kit-Company|FH-014-Cloud-Kitchen-|FH-015-AI-Nutrition-Planner|FH-016-Recipe-App|FH-017-Cooking-Content-Brand|FH-018-Food-Influencer-Brand|FH-019-Cooking-Course-Platform|FH-020-Restaurant-POS-System|FH-021-Food-Truck-Business|FH-022-Specialty-Coffee-Shop|FH-023-Bakery-&-Pastry-Shop|FH-024-Juice-Bar|FH-025-Ice-Cream-Shop|FH-026-Gourmet-Food-Market|FH-027-Food-Delivery-Platform|FH-028-Restaurant-Management-SaaS|FH-029-Food-Quality-Testing-Lab|FH-030-Organic-Food-Brand|FH-031-Vegan-Food-Company|FH-032-Keto-Meal-Service|FH-033-Food-Photography-Service|FH-034-Restaurant-Consulting|FH-035-Food-Safety-Training|FS-001-Gym|FS-002-Boutique-Fitness-Studio|FS-003-Personal-Training-Studio|FS-004-Women-Only-Gym|FS-005-Boxing-Gym|FS-006-CrossFit-Gym|FS-007-Luxury-Fitness-Club|FS-008-Online-Coaching|FS-009-Personal-Trainer-Business|FS-010-Transformation-Program|FS-011-Athlete-Training-Company|FS-012-Supplement-Brand|FS-013-Fitness-Apparel|FS-014-Workout-Equipment-Brand|FS-015-Recovery-Products|FS-016-Fitness-App|FS-017-AI-Personal-Trainer|FS-018-Gym-Management-Software|FS-019-Wearable-Analytics-Platform|FS-020-Yoga-Studio|FS-021-Pilates-Studio|FS-022-Dance-Studio|FS-023-Martial-Arts-Dojo|FS-024-Sports-Performance-Center|FS-025-Corporate-Wellness-Program|LT-001-Truck-Dispatch-Company|LT-002-Freight-Brokerage|LT-003-Logistics-Dispatch-Service|LT-004-Last-Mile-Delivery-Dispatch|LT-005-Medical-Courier-Dispatch|LT-006-Amazon|LT-007-Construction-Dispatch|LT-008-Towing-Dispatch|LT-009-HVAC-Technician-Dispatch|LT-010-Field-Service-Dispatch|LT-011-Dispatch-Software|LT-012-Fleet-Tracking-Platform|LT-013-Logistics-Automation-System|LT-014-AI-Route-Optimization|LT-015-Driver-Management-Platform|LT-016-Trucking-Company|LT-017-Courier-Service|LT-018-Local-Delivery-Company|LT-019-Moving-Company|LT-020-Freight-Company|LT-021-Warehouse-Company|LT-022-Fulfillment-Center|LT-023-Storage-Business|LT-024-Distribution-Company|LT-025-Logistics-Marketplace|LT-026-Shipping-Platform|LT-027-Fleet-Management-SaaS|LT-028-Freight-AI-Optimization|LT-029-Supply-Chain-Analytics|LT-030-Cold-Chain-Logistics|PS-001-Business-Consulting|PS-002-Legal-Services|PS-003-Accounting-Services|PS-004-HR-Consulting|PS-005-Marketing-Agency|PS-006-Web-Design-Agency|PS-007-IT-Support-Services|PS-008-Virtual-Assistant-Service|PS-009-Bookkeeping-Service|PS-010-Tax-Preparation-Service|PS-011-Real-Estate-Agency|PS-012-Insurance-Agency|PS-013-Financial-Planning|PS-014-Event-Planning|PS-015-Interior-Design|PS-016-Photography-Service|PS-017-Videography-Service|PS-018-Translation-Services|PS-019-Copywriting-Service|PS-020-Social-Media-Management|PS-021-SEO-Agency|PS-022-PPC-Management|PS-023-PR-Agency|PS-024-Recruiting-Agency|PS-025-Business-Brokerage|MC-001-YouTube-Channel-Network|MC-002-Podcast-Network|MC-003-Blog-Network|MC-004-Influencer-Agency|MC-005-Content-Creation-Studio|MC-006-Video-Production-Company|MC-007-Animation-Studio|MC-008-Music-Production|MC-009-Stock-Photography|MC-010-Stock-Video|MC-011-Online-Magazine|MC-012-News-Website|MC-013-Streaming-Platform|MC-014-Gaming-Channel|MC-015-Esports-Team|MC-016-Virtual-Events-Platform|MC-017-Online-Course-Platform|MC-018-Membership-Site|MC-019-Digital-Download-Store|MC-020-NFT-Marketplace|ET-001-Online-Tutoring-Platform|ET-002-Language-Learning-App|ET-003-Test-Prep-Service|ET-004-Coding-Bootcamp|ET-005-Professional-Certification|ET-006-Corporate-Training|ET-007-Skills-Assessment-Platform|ET-008-Career-Coaching|ET-009-Resume-Writing-Service|ET-010-Interview-Prep-Platform|ET-011-Mentorship-Platform|ET-012-Educational-Content-Library|ET-013-VR-Training-Simulations|ET-014-Gamified-Learning-App|ET-015-Homeschool-Curriculum|ST-001-SaaS-Platform|ST-002-Mobile-App-Development|ST-003-Web-Development-Agency|ST-004-Custom-Software-Development|ST-005-API-Development|ST-006-Cloud-Infrastructure|ST-007-DevOps-Consulting|ST-008-Cybersecurity-Service|ST-009-Data-Analytics-Platform|ST-010-Business-Intelligence-Tool|ST-011-CRM-Platform|ST-012-Project-Management-Tool|ST-013-Communication-Platform|ST-014-Collaboration-Software|ST-015-Automation-Platform|ST-016-AI|ST-017-Chatbot-Builder|ST-018-E-commerce-Platform|ST-019-Payment-Processing|ST-020-Blockchain-Platform|ST-021-IoT-Platform|ST-022-AR|ST-023-Game-Development|ST-024-Marketing-Automation|ST-025-Sales-Automation|ST-026-HR-Tech-Platform|ST-027-Legal-Tech-Platform|ST-028-Health-Tech-Platform|ST-029-EdTech-Platform|ST-030-PropTech-Platform|EC-001-Angels-in-Daylight|EC-002-New-World-Apparel|EC-003-Shopify-Autopilot|EC-004-Shoe-Customizer|EC-005-Sunglasses-AI|EC-006-Dropship-Hub|EC-007-Personal-Shopper-AI|EC-008-Custom-Sneaker-AI|EC-009-Sustainable-Fashion-AI|EC-010-Jewelry-Designer-AI|EC-011-Virtual-Try-On-AI|EC-012-Fashion-Designer-AI|EC-013-Merch-Licensing|EC-014-Subscription-Box-AI|EC-015-Surf-Gear-AI|EC-016-Ski-Gear-AI|EC-017-Golf-Gear-AI|EC-018-Fishing-Gear-AI|EC-019-Yoga-Gear-AI|EC-020-Costume-Shop-AI|EC-021-Luggage-AI|EC-022-Home-Appliance-AI|EC-023-Tool-Shop-AI|EC-024-Garden-Supply-AI|EC-025-Collectible-AI|EC-026-Hobby-Shop-AI|EC-027-Kids-Toy-Line|EC-028-NFT-Fashion-Licensing|EC-029-Instant-Brand-Generator|EC-030-AI-Product-Photographer|EC-031-Automated-Inventory-Forecaster|EC-032-Dynamic-Pricing-Engine|EC-033-Ad-Optimizer-AI|EC-034-Recommendation-Engine|EC-035-Review-Aggregator-AI|EC-036-Fulfillment-Network-AI|EC-037-Return-Optimization-AI|EC-038-Chatbot-Customer-Service|EC-039-Visual-Search-AI|EC-040-Abandoned-Cart-Recovery|EC-041-Seasonal-Trend-Predictor|EC-042-Influencer-Matchmaker|EC-043-UGC-Content-Aggregator|EC-044-Live-Commerce-Platform|EC-045-AR-Virtual-Fitting-Room|EC-046-3D-Product-Viewer|EC-047-Carbon-Footprint-Tracker|EC-048-Wholesale-Marketplace-AI|EC-049-Rental-Marketplace|EC-050-AI-Product-Descriptions|EC-051-AI-Email-Marketing|EC-052-AI-Product-Bundler|EC-053-AI-Visual-Merchandiser|EC-054-AI-Demand-Forecasting|EC-055-AI-Warehouse-Management|EC-056-AI-Supplier-Matching|EC-057-AI-Quality-Control|EC-058-AI-Packaging-Designer|EC-059-AI-Logistics-Planner|EC-060-AI-Customer-Loyalty|EC-061-AI-Gift-Finder|EC-062-AI-Trend-Hunter|EC-063-AI-Market-Research|EC-064-AI-Competitor-Watcher|EC-065-AI-Product-Development|EC-066-AI-Customer-Journey|EC-067-AI-Payment-Optimization|EC-068-AI-Returns-Management|EC-069-AI-Shipping-Labeler|EC-070-AI-Product-Launch-Coach|EC-071-AI-Vendor-Negotiator|EC-072-AI-Product-Cataloger|EC-073-AI-Order-Prioritizer|EC-074-AI-Customer-Segmentation|EC-075-AI-Pricing-Analyst|EC-076-AI-Sales-Forecasting|EC-077-AI-Inventory-Reordering|EC-078-AI-Product-Comparison|EC-079-AI-Customer-Feedback|EC-080-AI-Product-Updates|EC-081-AI-Cross-Selling|EC-082-AI-Up-Selling|EC-083-AI-Product-Education|EC-084-AI-Purchase-Timing|EC-085-AI-Customer-Support|EC-086-AI-Order-Tracking|EC-087-AI-Product-Reviews|EC-088-AI-Customer-Community|EC-089-AI-Product-Customization|EC-090-AI-Gift-Registry|EC-091-AI-Wedding-Registry|EC-092-AI-Baby-Registry|EC-093-AI-Holiday-Planner|EC-094-AI-Personal-Shopper|EC-095-AI-Color-Match|EC-096-AI-Fabric-Advisor|EC-097-AI-Fit-Recommendation|EC-098-AI-Outfit-Builder|EC-099-AI-Seasonal-Forecast|EC-100-AI-Wardrobe-Planner|EC-101-AI-Accessory-Match|EC-102-AI-Shoe-Match|EC-103-AI-Jewelry-Match|EC-104-AI-Bag-Match|EC-105-AI-Color-Palette|EC-106-AI-Outfit-Recycling|EC-107-AI-Style-Evolution|EC-108-AI-Budget-Stylist|EC-109-AI-Trend-Archive|EC-110-AI-Vintage-Advisor|TECH-001-Quantum-Algorithm-AI|TECH-002-AI-Compliance-Scanner|TECH-003-Cloud-Management-AI|TECH-004-Robotics-Training-AI|TECH-005-Customer-Insights-AI|TECH-006-Voice-Assistant-AI|TECH-007-Blockchain-Verifier-AI|TECH-008-Cybersecurity-Shield|TECH-009-Content-Studio-AI|TECH-010-Smart-Home-AI|TECH-011-Supply-Chain-Optimizer|TECH-012-Data-Visualization-AI|TECH-013-Workflow-Automation|TECH-014-Sentiment-Analyzer|TECH-015-Image-Recognition-AI|TECH-016-Video-Editor-AI|TECH-017-Speech-to-Text-AI|TECH-018-Text-to-Speech-AI|TECH-019-Fraud-Prevention-AI|TECH-020-Recommendation-Engine|TECH-021-Network-Security-AI|TECH-022-Database-Optimizer|TECH-023-AI-Testing-Platform|TECH-024-Virtual-Assistant-Builder|TECH-025-Machine-Learning-Builder|TECH-026-AI-Ethics-Auditor|TECH-027-Predictive-Analytics-AI|TECH-028-AI-Training-Platform|TECH-029-Digital-Twin-AI|TECH-030-AI-Monitoring-System|TECH-031-Edge-Computing-AI|TECH-032-AI-Integration-Hub|TECH-033-Quantum-Algorithm-AI|TECH-034-AI-Compliance-Scanner|TECH-035-Cloud-Management-AI|TECH-036-Robotics-Training-AI|TECH-037-Customer-Insights-AI|TECH-038-Voice-Assistant-AI|TECH-039-Blockchain-Verifier-AI|TECH-040-Cybersecurity-Shield|TECH-041-Content-Studio-AI|TECH-042-Smart-Home-AI|TECH-043-Supply-Chain-Optimizer|TECH-044-Data-Visualization-AI|TECH-045-Workflow-Automation|TECH-046-Sentiment-Analyzer|TECH-047-Image-Recognition-AI|TECH-048-Video-Editor-AI|TECH-049-Speech-to-Text-AI|TECH-050-Text-to-Speech-AI|TECH-051-Fraud-Prevention-AI|TECH-052-Recommendation-Engine|TECH-053-Network-Security-AI|TECH-054-Database-Optimizer|TECH-055-AI-Testing-Platform|TECH-056-Virtual-Assistant-Builder|TECH-057-Machine-Learning-Builder|TECH-058-AI-Ethics-Auditor|TECH-059-Predictive-Analytics-AI|TECH-060-AI-Training-Platform|OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|EDU-001-Youth-Entrepreneurship-Curriculum|EDU-002-AI-Literacy-Program|EDU-003-Coding-Mentor-Certification|EDU-004-Real-Estate-Licensing-Prep|EDU-005-Coding-Bootcamp|EDU-006-Homeschooling-Content-AI|EDU-007-AI-Tutoring-Platform|EDU-008-Branding-Templates-Marketplace|EDU-009-Voiceover-Script-Library|EDU-010-Trade-Skills-Bootcamp|EDU-011-Franchise-Blueprint-System|EDU-012-Low-Income-Housing-Blueprint|EDU-013-Automated-Empire-Book|EDU-014-BIPOC-Creator-Incubator|EDU-015-AI-Legal-Doc-Generator|EDU-016-Virtual-Black-Art-Museum|EDU-017-AI-Coding-Tutor|EDU-018-Online-Course-Creator|EDU-019-Executive-Education-Program|EDU-020-Youth-STEM-Program|EDU-021-Remote-Work-Certification|EDU-022-AI-Research-Assistant|EDU-023-Personal-Finance-Coach|EDU-024-Language-Learning-AI|EDU-025-Test-Preparation-AI|EDU-026-Corporate-Training-AI|EDU-027-Medical-Education-AI|EDU-028-Legal-Education-AI|EDU-029-Music-Education-AI|EDU-030-Art-Education-AI|EDU-031-Physical-Education-AI|EDU-032-Environmental-Education-AI|EDU-033-Social-Studies-AI|EDU-034-Math-Education-AI|EDU-035-Science-Education-AI|EDU-036-Reading-Comprehension-AI|EDU-037-Writing-Instruction-AI|EDU-038-Critical-Thinking-AI|EDU-039-Emotional-Intelligence-AI|EDU-040-Time-Management-AI|COMM-001-Luminary-Worldwide-Events|COMM-002-Brotherhood-Coaching-Network|COMM-003-Ace-Senior-Care-Connect|COMM-004-Community-Outreach-Nonprofit|COMM-005-Ace-Food-Security-AI|COMM-006-Community-Technology-Access-AI|COMM-007-Youth-Leadership-AI|COMM-008-Community-Fundraising-AI|COMM-009-Volunteer-Hub-AI|COMM-010-Disaster-Relief-AI|COMM-011-Indigenous-Creator-Hub|COMM-012-Black-Art-Museum-AI|COMM-013-Women-s-Empowerment-Network|COMM-014-Veterans-Support-AI|COMM-015-Youth-Mentorship-Program|COMM-016-Community-Health-AI|COMM-017-Local-Business-Directory|COMM-018-Neighborhood-Watch-AI|COMM-019-Community-Garden-AI|COMM-020-Public-Transportation-AI|COMM-021-Housing-Assistance-AI|COMM-022-Job-Training-Center|COMM-023-Elder-Companion-AI|COMM-024-Youth-Sports-AI|COMM-025-Community-Legal-Aid|COMM-026-Public-Education-AI|COMM-027-Local-Government-AI|COMM-028-Public-Safety-AI|COMM-029-Community-Wellness-AI|COMM-030-Cultural-Exchange-AI|COMM-031-Community-Investment-AI|COMM-032-Public-Health-AI|COMM-033-Youth-Innovation-Hub|COMM-034-Senior-Tech-Support|COMM-035-Community-Arts-AI|COMM-036-Public-Infrastructure-AI|COMM-037-Neighborhood-Development-AI|COMM-038-Community-Policing-AI|COMM-039-Public-Space-AI|COMM-040-Community-Recycling-AI|COMM-041-Public-Wi-Fi-AI|COMM-042-Community-Energy-AI|COMM-043-Local-Food-Network-AI|COMM-044-Community-Volunteering-AI|COMM-045-Public-Childcare-AI|COMM-046-Community-Pet-Care-AI|COMM-047-Public-Fitness-AI|COMM-048-Community-Transportation-AI|COMM-049-Public-Event-AI|COMM-050-Community-Cultural-AI|EM-001-Space-Habitat-AI|EM-002-Fusion-Energy-AI|EM-003-Teleportation-Research-AI|EM-004-Climate-Solutions-AI|EM-005-Holographic-Events-AI|EM-006-Neurofeedback-AI|EM-007-Autonomous-Delivery-AI|EM-008-Gene-Editing-AI|EM-009-Space-Tourism-AI|EM-010-Wearables-AI|EM-011-Metaverse-Hub-AI|EM-012-Energy-Grid-AI|EM-013-Brain-Computer-Interface|EM-014-Ocean-Cleanup-AI|EM-015-Crypto-Trading-AI|EM-016-Synthetic-Media-AI|EM-017-Space-Mining-AI|EM-018-VR-Therapy-AI|EM-019-Weather-Prediction-AI|EM-020-Autonomous-Farming-AI|EM-021-Traffic-Optimizer-AI|EM-022-Smart-Grid-AI|EM-023-Disaster-Prediction-AI|EM-024-Nanotech-AI|EM-025-Personalized-Medicine-AI|EM-026-AI-Diagnostic-Lab|EM-027-Sustainable-Cities-AI|EM-028-Renewable-Energy-AI|EM-029-Climate-Modeling-AI|EM-030-Policy-Advisor-AI|EM-031-Governance-Hub-AI|EM-032-Global-Challenges-AI|EM-033-Space-Exploration-AI|EM-034-Education-Equity-AI|EM-035-Health-Equity-AI|EM-036-Economic-Equity-AI|EM-037-Environmental-Justice-AI|EM-038-Human-Rights-AI|EM-039-Peacebuilding-AI|EM-040-Telemedicine-AI|EM-041-AI-Climate-Adaptation|EM-042-Space-Agriculture-AI|EM-043-Quantum-Communication-AI|EM-044-Robotics-Surgery-AI|EM-045-AI-Disaster-Response|EM-046-Smart-City-Governance|EM-047-AI-Environmental-Monitoring|EM-048-Space-Manufacturing-AI|EM-049-AI-Ocean-Exploration|EM-050-AI-Archaeology|SPEC-001-AI-Auction-House|SPEC-002-Smart-Marina-Management|SPEC-003-AI-Surf-Report|SPEC-004-Private-Chef-AI|SPEC-005-Virtual-Concierge-AI|SPEC-006-Smart-Parking-AI|SPEC-007-AI-Interior-Design|SPEC-008-Personal-Stylist-AI|SPEC-009-Smart-Locker-System|SPEC-010-AI-Fitness-Coach|SPEC-011-Smart-Golf-Caddie|SPEC-012-AI-Nutritionist|SPEC-013-Smart-Hotel-Butler|SPEC-014-AI-Language-Tutor|SPEC-015-Smart-Transportation-AI|SPEC-016-AI-Travel-Planner|SPEC-017-Smart-Agriculture-AI|SPEC-018-AI-Personal-Shopper|SPEC-019-Smart-Home-Security|SPEC-020-AI-Music-Producer|SPEC-021-Smart-Restaurant-AI|SPEC-022-AI-Movie-Critic|SPEC-023-Smart-Museum-Guide|SPEC-024-AI-Sports-Analyst|SPEC-025-Smart-Library-AI|SPEC-026-AI-Art-Curator|SPEC-027-Smart-Fitness-AI|SPEC-028-AI-Poetry-Generator|SPEC-029-Smart-Dating-AI|SPEC-030-AI-Journalism-Tool|SPEC-031-Smart-Legal-AI|SPEC-032-AI-Game-Designer|SPEC-033-Smart-Real-Estate-AI|SPEC-034-AI-Cooking-Assistant|SPEC-035-Smart-Health-AI|SPEC-036-AI-Photography-Tool|SPEC-037-Smart-Writing-AI|SPEC-038-AI-Comedy-Writer|SPEC-039-Smart-Meditation-AI|SPEC-040-AI-Debate-Coach|SPEC-041-Smart-Parenting-AI|SPEC-042-AI-Financial-Advisor|SPEC-043-Smart-Automotive-AI|SPEC-044-AI-Aviation-Planner|SPEC-045-Smart-Maritime-AI|SPEC-046-AI-Weather-Forecast|SPEC-047-Smart-Energy-AI|SPEC-048-AI-Sports-Coach|SPEC-049-Smart-Education-AI|SPEC-050-AI-Language-Translator|FI-dist|FI-node_modules|FI-public|FI-src|FI-supabase|CON-001-ACE-CONSTRUCTION|CON-002-RESIDENTIAL-CONSTRUCTION|CON-003-COMMERCIAL-CONSTRUCTION|CON-004-INDUSTRIAL-CONSTRUCTION|CON-005-CONSTRUCTION-EQUIPMENT-RENTAL|CON-006-CONSTRUCTION-PROJECT-MANAGEMENT|CON-007-GREEN-BUILDING-SERVICES|CON-008-HOME-RENOVATION-SERVICES|CON-009-ROOFING-COMPANY|CON-010-PLUMBING-SERVICES|CON-011-ELECTRICAL-SERVICES|CON-012-HVAC-SERVICES|CON-013-PAINTING-SERVICES|CON-014-FLOORING-SERVICES|CON-015-LANDSCAPING-SERVICES|CON-016-DEMOLITION-SERVICES|CON-017-CONCRETE-SERVICES|CON-018-CARPENTRY-SERVICES|CON-019-WINDOW-INSTALLATION|CON-020-INSULATION-SERVICES|RE-001-PROPERTY-HOLDINGS|OPS-001-VENTURE-STAFFING|PROFILE-001-DIVINE-JOHNS-PORTFOLIO|ET-010-PERSONAL-RESUME|TECH-061-TECH-VENTURES-PORTFOLIO
iza-os-funding,,yes,other,COO,COO,tech-team,
iza-os-hr-analytics-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-hr-benefits-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-hr-compliance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
