venture_id,venture_name,sector,stage,status,has_uuid,uuid
EDU-031-Physical-Education-AI,Physical Education Ai,edtech,planned,planned,yes,d1f6f63b-92ae-4fbe-8093-37109d55a981
EDU-032-Environmental-Education-AI,Environmental Education Ai,edtech,planned,planned,yes,46361eff-dc42-4c53-bb98-9c307b472ff2
EDU-033-Social-Studies-AI,Social Studies Ai,edtech,planned,planned,yes,09da8b0a-9a94-461e-a1ac-3009d7e8cf5e
EDU-034-Math-Education-AI,Math Education Ai,edtech,planned,planned,yes,db4cffab-87d5-450e-a9c6-6aa34417c735
EDU-035-Science-Education-AI,Science Education Ai,edtech,planned,planned,yes,8e3e7611-dbd2-4be2-bc92-d53f64b8faec
EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,edtech,planned,planned,yes,c001506d-453e-482d-991b-d08be43a4e68
EDU-037-Writing-Instruction-AI,Writing Instruction Ai,edtech,planned,planned,yes,85ce4f91-864f-40b1-946b-d9c061866584
EDU-038-Critical-Thinking-AI,Critical Thinking Ai,edtech,planned,planned,yes,da90d565-e3c0-4f88-b518-d36ebcd01c9b
EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,edtech,planned,planned,yes,6dbf2ae4-e7cb-4a89-a953-7f7810fff452
EDU-040-Time-Management-AI,Time Management Ai,edtech,planned,planned,yes,f2dd65e6-3f8c-4797-8d8f-b00486d6c65a
COMM-001-Luminary-Worldwide-Events,Luminary Worldwide Events,market,planned,planned,yes,51b7c13a-d958-4d87-91c1-e4a5a49a789a
COMM-002-Brotherhood-Coaching-Network,Brotherhood Coaching Network,market,planned,planned,yes,c4a823cd-b52a-41a9-bea1-1a9762807f93
COMM-003-Ace-Senior-Care-Connect,Ace Senior Care Connect,market,planned,planned,yes,5d0712c4-19f4-4fb0-9fd5-456d688e791b
COMM-004-Community-Outreach-Nonprofit,Community Outreach Nonprofit,market,planned,planned,yes,a0243d57-44bb-4d84-b65b-6f365551c43a
COMM-005-Ace-Food-Security-AI,Ace Food Security Ai,market,planned,planned,yes,96ce7a14-8c57-4c0a-9b22-e4e72ca2b6f5
COMM-006-Community-Technology-Access-AI,Community Technology Access Ai,market,planned,planned,yes,691a2d51-26a0-40db-b14e-e62995a73f5e
COMM-007-Youth-Leadership-AI,Youth Leadership Ai,market,planned,planned,yes,90169a53-ccf0-4bae-b9c5-b8e5c953859b
COMM-008-Community-Fundraising-AI,Community Fundraising Ai,market,planned,planned,yes,bbdddf73-f481-4f73-ada7-6fb998501bd2
COMM-009-Volunteer-Hub-AI,Volunteer Hub Ai,market,planned,planned,yes,8d2ef00c-2f60-47ea-8d5f-f94e8b8bc701
COMM-010-Disaster-Relief-AI,Disaster Relief Ai,market,planned,planned,yes,3a4480a4-8bd4-4746-a444-4858dec05e59
COMM-011-Indigenous-Creator-Hub,Indigenous Creator Hub,market,planned,planned,yes,2016874b-887e-4fde-9df6-a28ab07a7f94
COMM-012-Black-Art-Museum-AI,Black Art Museum Ai,market,planned,planned,yes,28186c7a-9e4b-4b2c-884c-2bf6a7750009
COMM-013-Women-s-Empowerment-Network,Women S Empowerment Network,market,planned,planned,yes,858c5450-298c-4bd6-bf37-1ab288b1963c
COMM-014-Veterans-Support-AI,Veterans Support Ai,market,planned,planned,yes,7c7d17f8-d8d1-42ae-8d45-fe0baffe69f4
COMM-015-Youth-Mentorship-Program,Youth Mentorship Program,market,planned,planned,yes,e9e457f0-1c93-4c87-b5c2-3ca4024270b0
COMM-016-Community-Health-AI,Community Health Ai,market,planned,planned,yes,1f0860d6-28de-4dc9-94a9-b47451525e36
COMM-017-Local-Business-Directory,Local Business Directory,market,planned,planned,yes,a62dd704-6931-4492-a602-8b69579a8f1a
COMM-018-Neighborhood-Watch-AI,Neighborhood Watch Ai,market,planned,planned,yes,c6c67e0b-3945-4ce9-a06a-bc4908a07584
COMM-019-Community-Garden-AI,Community Garden Ai,market,planned,planned,yes,5dd46624-6e8a-467e-9e4b-b23248929ede
COMM-020-Public-Transportation-AI,Public Transportation Ai,market,planned,planned,yes,97e20624-c42a-4c26-a4f2-b2b4a23cf7e0
COMM-021-Housing-Assistance-AI,Housing Assistance Ai,market,planned,planned,yes,e0c4a3d9-eebb-40c4-94fc-778c2799ecb8
COMM-022-Job-Training-Center,Job Training Center,market,planned,planned,yes,1e024252-6dd8-4413-b4c2-462db4ed5320
COMM-023-Elder-Companion-AI,Elder Companion Ai,market,planned,planned,yes,8d2079c2-7cd5-4858-a4e4-38f13d063054
COMM-024-Youth-Sports-AI,Youth Sports Ai,market,planned,planned,yes,ed6015ca-25bd-44a5-830a-0c133c775458
COMM-025-Community-Legal-Aid,Community Legal Aid,market,planned,planned,yes,a479d43e-385b-4695-ad6d-7a846697369e
COMM-026-Public-Education-AI,Public Education Ai,market,planned,planned,yes,043c6a81-c6f6-40e2-9124-2b0e3558d65b
COMM-027-Local-Government-AI,Local Government Ai,market,planned,planned,yes,a28e1c68-b54f-4a44-baa8-3b710f6e7068
COMM-028-Public-Safety-AI,Public Safety Ai,market,planned,planned,yes,8ec68695-7424-4caa-8100-8f600999db01
COMM-029-Community-Wellness-AI,Community Wellness Ai,market,planned,planned,yes,84c1bc81-7c50-455d-958b-e6d4af9b2a24
COMM-030-Cultural-Exchange-AI,Cultural Exchange Ai,market,planned,planned,yes,6fc00e9b-1417-49ba-b99e-9123e2f6e0aa
COMM-031-Community-Investment-AI,Community Investment Ai,market,planned,planned,yes,f2a88c1a-16a4-4338-8635-285e380fa9eb
COMM-032-Public-Health-AI,Public Health Ai,market,planned,planned,yes,dc375d7b-5925-4346-b232-33e7c09e91ac
COMM-033-Youth-Innovation-Hub,Youth Innovation Hub,market,planned,planned,yes,35805956-8944-40e8-a4f4-8977fb6b3746
COMM-034-Senior-Tech-Support,Senior Tech Support,market,planned,planned,yes,4a1ed3f5-3513-4d52-8bf2-18010dc65aa3
COMM-035-Community-Arts-AI,Community Arts Ai,market,planned,planned,yes,05724c9d-2438-42d6-acb5-d56a1ee13700
COMM-036-Public-Infrastructure-AI,Public Infrastructure Ai,market,planned,planned,yes,68ec8784-6ac5-4852-ae40-3b82fd4d010e
COMM-037-Neighborhood-Development-AI,Neighborhood Development Ai,market,planned,planned,yes,42958522-0037-4ce0-a015-4a45bd3df1b6
COMM-038-Community-Policing-AI,Community Policing Ai,market,planned,planned,yes,c5e845a8-3112-44b9-8844-f4f54e8a2d9c
COMM-039-Public-Space-AI,Public Space Ai,market,planned,planned,yes,9b7afdc4-9d07-479c-aeca-87399619086c
COMM-040-Community-Recycling-AI,Community Recycling Ai,market,planned,planned,yes,2d9b6d1a-bad4-4e8a-ae88-63a5e44419ef
COMM-041-Public-Wi-Fi-AI,Public Wi Fi Ai,market,planned,planned,yes,12502e9e-f74e-477a-aaa7-692515b8e7bf
COMM-042-Community-Energy-AI,Community Energy Ai,market,planned,planned,yes,cee277a2-252a-4d6d-a6b4-ca2291f3b047
COMM-043-Local-Food-Network-AI,Local Food Network Ai,market,planned,planned,yes,85d54f89-f312-44e7-8496-52e378792fd5
COMM-044-Community-Volunteering-AI,Community Volunteering Ai,market,planned,planned,yes,93f3303f-f348-4a6b-ba2e-6cb8c99e0017
COMM-045-Public-Childcare-AI,Public Childcare Ai,market,planned,planned,yes,ce8de855-9294-4cc0-b643-58194185a635
COMM-046-Community-Pet-Care-AI,Community Pet Care Ai,market,planned,planned,yes,6e03ed0c-0d20-4147-a680-332e759a07dd
COMM-047-Public-Fitness-AI,Public Fitness Ai,market,planned,planned,yes,5edf415f-1051-4f10-bb16-670e3dc28dd5
COMM-048-Community-Transportation-AI,Community Transportation Ai,market,planned,planned,yes,f3d6352b-6832-49fc-ae36-cf56de5c2bb1
COMM-049-Public-Event-AI,Public Event Ai,market,planned,planned,yes,e64973ab-ff5b-42b8-8715-b84995c4e0a0
COMM-050-Community-Cultural-AI,Community Cultural Ai,market,planned,planned,yes,77fab7a8-4d14-40ac-bc3e-e4b65f042b21
EM-001-Space-Habitat-AI,Space Habitat Ai,ai,planned,planned,yes,ae1db8ce-e797-4a15-9fe4-3bd28130ede1
EM-002-Fusion-Energy-AI,Fusion Energy Ai,ai,planned,planned,yes,85d16b40-5ac1-4de3-bf86-6f28db432856
EM-003-Teleportation-Research-AI,Teleportation Research Ai,ai,planned,planned,yes,082c9549-b479-4b6b-a94d-039c24a9fd70
EM-004-Climate-Solutions-AI,Climate Solutions Ai,ai,planned,planned,yes,bd8b505a-f5cf-4b38-a76f-2421d2152ffb
EM-005-Holographic-Events-AI,Holographic Events Ai,ai,planned,planned,yes,09093afd-1fab-450c-b158-2987b6224e27
EM-006-Neurofeedback-AI,Neurofeedback Ai,ai,planned,planned,yes,60c66a64-9fd3-4e83-9cec-25ebf8435b7c
EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,ai,planned,planned,yes,dcc90fd7-aefc-4e45-b1e5-95703e50ea87
EM-008-Gene-Editing-AI,Gene Editing Ai,ai,planned,planned,yes,773d1607-b3bd-4fca-9b51-5195c4202d24
EM-009-Space-Tourism-AI,Space Tourism Ai,ai,planned,planned,yes,374e89eb-cbba-4476-ae24-9d60206b3dbe
EM-010-Wearables-AI,Wearables Ai,ai,planned,planned,yes,6e468241-bfde-4f52-a4e0-e48cf1c708c6
EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,ai,planned,planned,yes,bb2867fc-3544-44d1-8990-2168165ffa9b
EM-012-Energy-Grid-AI,Energy Grid Ai,ai,planned,planned,yes,2d31ba4a-d946-4fb2-8313-6df24e866477
EM-013-Brain-Computer-Interface,Brain Computer Interface,ai,planned,planned,yes,5d2219fc-e6a0-4313-a159-2614709a6ca4
EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,ai,planned,planned,yes,74cd1d37-8e52-4440-a31c-43cd4be8e18b
EM-015-Crypto-Trading-AI,Crypto Trading Ai,ai,planned,planned,yes,6bbaa1e6-372f-4f89-b412-8558aa0b3f2f
EM-016-Synthetic-Media-AI,Synthetic Media Ai,ai,planned,planned,yes,6ae13ef3-1eb7-405e-874e-025f1a4133e5
EM-017-Space-Mining-AI,Space Mining Ai,ai,planned,planned,yes,2629051b-ee01-4bea-96a5-78d20d510974
EM-018-VR-Therapy-AI,Vr Therapy Ai,ai,planned,planned,yes,0955b8a2-ea66-407c-b8f4-ff66a162c9f9
EM-019-Weather-Prediction-AI,Weather Prediction Ai,ai,planned,planned,yes,acefbd2b-a175-4a66-a598-d551d89fb7ad
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,ai,planned,planned,yes,8aa1ac6e-558e-4c0d-ac86-f48764bfe189
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,ai,planned,planned,yes,acaebb39-b849-4de5-ab89-6e9d17bef695
EM-022-Smart-Grid-AI,Smart Grid Ai,ai,planned,planned,yes,813ea1ce-b9cb-46db-8d8b-8e30dbd2ff18
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,ai,planned,planned,yes,016c0093-6720-41b3-893a-c55ff3677484
EM-024-Nanotech-AI,Nanotech Ai,ai,planned,planned,yes,f13ca92d-2003-4bcc-a1b7-9ff740be2733
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,ai,planned,planned,yes,844dce42-970c-41a2-9fe5-8d0b48a1e3de
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,ai,planned,planned,yes,12b83702-3d09-4d1e-8153-309513fa9c5d
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,ai,planned,planned,yes,66ac7cd0-7c20-441b-a8c3-de3431b0edea
EM-028-Renewable-Energy-AI,Renewable Energy Ai,ai,planned,planned,yes,c9b5a5f2-5901-40aa-90a2-c7eda2259360
EM-029-Climate-Modeling-AI,Climate Modeling Ai,ai,planned,planned,yes,d65afe5a-bdf0-4f71-8f0f-413a55166c5a
EM-030-Policy-Advisor-AI,Policy Advisor Ai,ai,planned,planned,yes,e59aaf3e-62d8-47b5-89cb-1bba1fa81404
EM-031-Governance-Hub-AI,Governance Hub Ai,ai,planned,planned,yes,c733691c-866c-4f3a-86ca-cc71b2d86265
EM-032-Global-Challenges-AI,Global Challenges Ai,ai,planned,planned,yes,eb2d7881-299f-4dd2-9241-d579b309de2c
EM-033-Space-Exploration-AI,Space Exploration Ai,ai,planned,planned,yes,c74bf3af-4f91-4781-a379-e0ae3885030f
EM-034-Education-Equity-AI,Education Equity Ai,ai,planned,planned,yes,4dca4506-63b7-47fe-aaed-02f187174e0c
EM-035-Health-Equity-AI,Health Equity Ai,ai,planned,planned,yes,423e48d7-b18c-433c-976f-6891707eb8db
EM-036-Economic-Equity-AI,Economic Equity Ai,ai,planned,planned,yes,ebfcbbfd-0c78-4a4a-bbfa-f093388079c1
EM-037-Environmental-Justice-AI,Environmental Justice Ai,ai,planned,planned,yes,068d1f15-87ae-483c-8f6d-d720b47353ad
EM-038-Human-Rights-AI,Human Rights Ai,ai,planned,planned,yes,6e32000d-b9a2-4ceb-980b-b86e4b4472ff
EM-039-Peacebuilding-AI,Peacebuilding Ai,ai,planned,planned,yes,75d57c4e-04e8-4c92-9b3e-4af48bb31e73
EM-040-Telemedicine-AI,Telemedicine Ai,ai,planned,planned,yes,bddbf6d2-0a57-4029-8f4a-5a836f9b2518
EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,ai,planned,planned,yes,29799a86-6a8c-4a38-870b-05dc18536eee
EM-042-Space-Agriculture-AI,Space Agriculture Ai,ai,planned,planned,yes,31235023-353f-4589-a488-017922da121d
EM-043-Quantum-Communication-AI,Quantum Communication Ai,ai,planned,planned,yes,331be19d-de55-4ef5-816c-61b2864cc5f6
EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,ai,planned,planned,yes,616c179b-5df3-42f5-b7c8-49ae5b70d9ee
EM-045-AI-Disaster-Response,Ai Disaster Response,ai,planned,planned,yes,7cceb5d5-d2de-4a59-8527-c3d852a9f509
EM-046-Smart-City-Governance,Smart City Governance,ai,planned,planned,yes,310c6e69-8b89-4b1f-b438-dc63dd0bc542
EM-047-AI-Environmental-Monitoring,Ai Environmental Monitoring,ai,planned,planned,yes,af7e5551-0af1-4c68-8358-cfdb842b2750
EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,ai,planned,planned,yes,4f9fc8f1-343e-4350-b721-507bd19da93c
EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,ai,planned,planned,no,
EM-050-AI-Archaeology,Ai Archaeology,ai,planned,planned,no,
SPEC-001-AI-Auction-House,Ai Auction House,market,planned,planned,no,
SPEC-002-Smart-Marina-Management,Smart Marina Management,market,planned,planned,no,
SPEC-003-AI-Surf-Report,Ai Surf Report,market,planned,planned,no,
SPEC-004-Private-Chef-AI,Private Chef Ai,market,planned,planned,no,
SPEC-005-Virtual-Concierge-AI,Virtual Concierge Ai,market,planned,planned,no,
SPEC-006-Smart-Parking-AI,Smart Parking Ai,market,planned,planned,no,
SPEC-007-AI-Interior-Design,Ai Interior Design,market,planned,planned,no,
SPEC-008-Personal-Stylist-AI,Personal Stylist Ai,market,planned,planned,no,
SPEC-009-Smart-Locker-System,Smart Locker System,market,planned,planned,no,
SPEC-010-AI-Fitness-Coach,Ai Fitness Coach,market,planned,planned,no,
SPEC-011-Smart-Golf-Caddie,Smart Golf Caddie,market,planned,planned,no,
SPEC-012-AI-Nutritionist,Ai Nutritionist,market,planned,planned,no,
SPEC-013-Smart-Hotel-Butler,Smart Hotel Butler,market,planned,planned,no,
SPEC-014-AI-Language-Tutor,Ai Language Tutor,market,planned,planned,no,
SPEC-015-Smart-Transportation-AI,Smart Transportation Ai,market,planned,planned,no,
SPEC-016-AI-Travel-Planner,Ai Travel Planner,market,planned,planned,no,
SPEC-017-Smart-Agriculture-AI,Smart Agriculture Ai,market,planned,planned,no,
SPEC-018-AI-Personal-Shopper,Ai Personal Shopper,market,planned,planned,yes,b43d8d59-cf41-4e0d-9104-5d7aa1c7cc8b
SPEC-019-Smart-Home-Security,Smart Home Security,market,planned,planned,no,
SPEC-020-AI-Music-Producer,Ai Music Producer,market,planned,planned,no,
SPEC-021-Smart-Restaurant-AI,Smart Restaurant Ai,market,planned,planned,no,
SPEC-022-AI-Movie-Critic,Ai Movie Critic,market,planned,planned,no,
SPEC-023-Smart-Museum-Guide,Smart Museum Guide,market,planned,planned,no,
SPEC-024-AI-Sports-Analyst,Ai Sports Analyst,market,planned,planned,no,
SPEC-025-Smart-Library-AI,Smart Library Ai,market,planned,planned,no,
SPEC-026-AI-Art-Curator,Ai Art Curator,market,planned,planned,no,
SPEC-027-Smart-Fitness-AI,Smart Fitness Ai,market,planned,planned,no,
SPEC-028-AI-Poetry-Generator,Ai Poetry Generator,market,planned,planned,no,
SPEC-029-Smart-Dating-AI,Smart Dating Ai,market,planned,planned,no,
SPEC-030-AI-Journalism-Tool,Ai Journalism Tool,market,planned,planned,no,
SPEC-031-Smart-Legal-AI,Smart Legal Ai,market,planned,planned,no,
SPEC-032-AI-Game-Designer,Ai Game Designer,market,growth,active,no,
SPEC-033-Smart-Real-Estate-AI,Smart Real Estate Ai,market,planned,planned,no,
SPEC-034-AI-Cooking-Assistant,Ai Cooking Assistant,market,planned,planned,no,
SPEC-035-Smart-Health-AI,Smart Health Ai,market,planned,planned,no,
SPEC-036-AI-Photography-Tool,Ai Photography Tool,market,planned,planned,no,
SPEC-037-Smart-Writing-AI,Smart Writing Ai,market,planned,planned,no,
SPEC-038-AI-Comedy-Writer,Ai Comedy Writer,market,planned,planned,no,
SPEC-039-Smart-Meditation-AI,Smart Meditation Ai,market,planned,planned,no,
SPEC-040-AI-Debate-Coach,Ai Debate Coach,market,planned,planned,no,
SPEC-041-Smart-Parenting-AI,Smart Parenting Ai,market,planned,planned,no,
SPEC-042-AI-Financial-Advisor,Ai Financial Advisor,market,planned,planned,no,
SPEC-043-Smart-Automotive-AI,Smart Automotive Ai,market,planned,planned,no,
SPEC-044-AI-Aviation-Planner,Ai Aviation Planner,market,planned,planned,no,
SPEC-045-Smart-Maritime-AI,Smart Maritime Ai,market,planned,planned,no,
SPEC-046-AI-Weather-Forecast,Ai Weather Forecast,market,planned,planned,no,
SPEC-047-Smart-Energy-AI,Smart Energy Ai,market,planned,planned,no,
SPEC-048-AI-Sports-Coach,Ai Sports Coach,market,planned,planned,no,
SPEC-049-Smart-Education-AI,Smart Education Ai,market,planned,planned,no,
SPEC-050-AI-Language-Translator,Ai Language Translator,market,planned,planned,no,
FI-dist,Dist,fintech,planned,planned,no,
FI-node_modules,Node_Modules,fintech,planned,planned,no,
FI-public,Public,fintech,planned,planned,no,
FI-src,Src,fintech,planned,planned,no,
FI-supabase,Supabase,fintech,planned,planned,no,
CON-001-ACE-CONSTRUCTION,Ace Construction,con,planned,planned,yes,f3dc0c40-ae8d-4a5f-aa76-9427152fad72
CON-002-RESIDENTIAL-CONSTRUCTION,Residential Construction,con,planned,planned,yes,2419bf07-b3f2-400f-a2c5-acab2bce597b
CON-003-COMMERCIAL-CONSTRUCTION,Commercial Construction,con,planned,planned,yes,2f0bd0aa-8800-4a7e-ae2d-8ce98c11e571
CON-004-INDUSTRIAL-CONSTRUCTION,Industrial Construction,con,planned,planned,yes,1d84705c-8ebd-4c0c-83cf-cf383951b7bb
CON-005-CONSTRUCTION-EQUIPMENT-RENTAL,Construction Equipment Rental,con,planned,planned,yes,e98dbadb-09da-451d-85c6-d98d670d37c9
CON-006-CONSTRUCTION-PROJECT-MANAGEMENT,Construction Project Management,con,planned,planned,yes,3639fa60-a2aa-4c02-85e6-bb1b8a2f3910
CON-007-GREEN-BUILDING-SERVICES,Green Building Services,con,planned,planned,yes,151763db-b390-47a9-bd1b-82c4e492aeb2
CON-008-HOME-RENOVATION-SERVICES,Home Renovation Services,con,planned,planned,yes,64df5998-36bb-4801-beb3-34088ab4bb3c
CON-009-ROOFING-COMPANY,Roofing Company,con,planned,planned,yes,7e4d233a-2e59-4cbf-b0ad-20018e0bd147
CON-010-PLUMBING-SERVICES,Plumbing Services,con,planned,planned,yes,ccc9e10c-4767-4a49-9424-3a3d3360e37b
CON-011-ELECTRICAL-SERVICES,Electrical Services,con,planned,planned,yes,f3e0d6d3-4ec5-4b4f-9307-618392e749c6
CON-012-HVAC-SERVICES,HVAC Services,con,planned,planned,yes,bfad159e-f38b-4d29-b4b4-d784ceefc54b
CON-013-PAINTING-SERVICES,Painting Services,con,planned,planned,yes,1ecbc9e3-88bf-4d29-9a90-1ee5e2d2549b
CON-014-FLOORING-SERVICES,Flooring Services,con,planned,planned,yes,6d1a9fbc-4bee-4776-a939-16c64ea8e28c
CON-015-LANDSCAPING-SERVICES,Landscaping Services,con,planned,planned,yes,4a98aa80-6818-454f-9467-fda52e8ed59f
CON-016-DEMOLITION-SERVICES,Demolition Services,con,planned,planned,yes,4322cdc5-bd82-4466-93bd-a996edf3ba12
CON-017-CONCRETE-SERVICES,Concrete Services,con,planned,planned,yes,899b2735-58c1-40f5-8730-dfc63bbb3c85
CON-018-CARPENTRY-SERVICES,Carpentry Services,con,planned,planned,yes,ebedf936-77dc-4639-8ee2-5250c2764d8d
CON-019-WINDOW-INSTALLATION,Window Installation,con,planned,planned,yes,43887ca4-c9b2-43a6-b09c-be78c08f3bae
CON-020-INSULATION-SERVICES,Insulation Services,con,planned,planned,yes,05824164-ab9d-4a98-bebc-2cbae6913530
RE-001-PROPERTY-HOLDINGS,Property Holdings,re,planned,planned,yes,f55e7200-983b-40d2-b70c-ad15bc7a4f5d
OPS-001-VENTURE-STAFFING,Venture Staffing Operations,infra,mvp,development,no,
PROFILE-001-DIVINE-JOHNS-PORTFOLIO,Divine Johns Portfolio,market,mvp,development,no,
ET-010-PERSONAL-RESUME,Personal Resume,edtech,mvp,development,no,
TECH-061-TECH-VENTURES-PORTFOLIO,Tech Ventures Portfolio,devtools,mvp,development,no,
