venture_id,name,sector,opco,stage,status
EM-001-Space-Habitat-AI,Space Habitat Ai,emerging,EMERGING,planned,planned
EM-002-Fusion-Energy-AI,Fusion Energy Ai,emerging,EMERGING,planned,planned
EM-003-Teleportation-Research-AI,Teleportation Research Ai,emerging,EMERGING,planned,planned
EM-004-Climate-Solutions-AI,Climate Solutions Ai,emerging,EMERGING,planned,planned
EM-005-Holographic-Events-AI,Holographic Events Ai,emerging,EMERGING,planned,planned
EM-006-Neurofeedback-AI,Neurofeedback Ai,emerging,EMERGING,planned,planned
EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,emerging,EMERGING,planned,planned
EM-008-Gene-Editing-AI,Gene Editing Ai,emerging,EMERGING,planned,planned
EM-009-Space-Tourism-AI,Space Tourism Ai,emerging,EMERGING,planned,planned
EM-010-Wearables-AI,Wearables Ai,emerging,EMERGING,planned,planned
EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,emerging,EMERGING,planned,planned
EM-012-Energy-Grid-AI,Energy Grid Ai,emerging,EMERGING,planned,planned
EM-013-Brain-Computer-Interface,Brain Computer Interface,emerging,EMERGING,planned,planned
EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,emerging,EMERGING,planned,planned
EM-015-Crypto-Trading-AI,Crypto Trading Ai,emerging,EMERGING,planned,planned
EM-016-Synthetic-Media-AI,Synthetic Media Ai,emerging,EMERGING,planned,planned
EM-017-Space-Mining-AI,Space Mining Ai,emerging,EMERGING,planned,planned
EM-018-VR-Therapy-AI,Vr Therapy Ai,emerging,EMERGING,planned,planned
EM-019-Weather-Prediction-AI,Weather Prediction Ai,emerging,EMERGING,planned,planned
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,emerging,EMERGING,planned,planned
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,emerging,EMERGING,planned,planned
EM-022-Smart-Grid-AI,Smart Grid Ai,emerging,EMERGING,planned,planned
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,emerging,EMERGING,planned,planned
EM-024-Nanotech-AI,Nanotech Ai,emerging,EMERGING,planned,planned
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,emerging,EMERGING,planned,planned
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,emerging,EMERGING,planned,planned
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,emerging,EMERGING,planned,planned
EM-028-Renewable-Energy-AI,Renewable Energy Ai,emerging,EMERGING,planned,planned
EM-029-Climate-Modeling-AI,Climate Modeling Ai,emerging,EMERGING,planned,planned
EM-030-Policy-Advisor-AI,Policy Advisor Ai,emerging,EMERGING,planned,planned
EM-031-Governance-Hub-AI,Governance Hub Ai,emerging,EMERGING,planned,planned
EM-032-Global-Challenges-AI,Global Challenges Ai,emerging,EMERGING,planned,planned
EM-033-Space-Exploration-AI,Space Exploration Ai,emerging,EMERGING,planned,planned
EM-034-Education-Equity-AI,Education Equity Ai,emerging,EMERGING,planned,planned
EM-035-Health-Equity-AI,Health Equity Ai,emerging,EMERGING,planned,planned
EM-036-Economic-Equity-AI,Economic Equity Ai,emerging,EMERGING,planned,planned
EM-037-Environmental-Justice-AI,Environmental Justice Ai,emerging,EMERGING,planned,planned
EM-038-Human-Rights-AI,Human Rights Ai,emerging,EMERGING,planned,planned
EM-039-Peacebuilding-AI,Peacebuilding Ai,emerging,EMERGING,planned,planned
EM-040-Telemedicine-AI,Telemedicine Ai,emerging,EMERGING,planned,planned
EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,emerging,EMERGING,planned,planned
EM-042-Space-Agriculture-AI,Space Agriculture Ai,emerging,EMERGING,planned,planned
EM-043-Quantum-Communication-AI,Quantum Communication Ai,emerging,EMERGING,planned,planned
EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,emerging,EMERGING,planned,planned
EM-045-AI-Disaster-Response,Ai Disaster Response,emerging,EMERGING,planned,planned
EM-046-Smart-City-Governance,Smart City Governance,emerging,EMERGING,planned,planned
EM-047-AI-Environmental-Monitoring,Ai Environmental Monitoring,emerging,EMERGING,planned,planned
EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,emerging,EMERGING,planned,planned
EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,emerging,EMERGING,planned,planned
EM-050-AI-Archaeology,Ai Archaeology,emerging,EMERGING,planned,planned
SPEC-001-AI-Auction-House,Ai Auction House,specialized,SPECIALIZED,planned,planned
SPEC-002-Smart-Marina-Management,Smart Marina Management,specialized,SPECIALIZED,planned,planned
SPEC-003-AI-Surf-Report,Ai Surf Report,specialized,SPECIALIZED,planned,planned
SPEC-004-Private-Chef-AI,Private Chef Ai,specialized,SPECIALIZED,planned,planned
SPEC-005-Virtual-Concierge-AI,Virtual Concierge Ai,specialized,SPECIALIZED,planned,planned
SPEC-006-Smart-Parking-AI,Smart Parking Ai,specialized,SPECIALIZED,planned,planned
SPEC-007-AI-Interior-Design,Ai Interior Design,specialized,SPECIALIZED,planned,planned
SPEC-008-Personal-Stylist-AI,Personal Stylist Ai,specialized,SPECIALIZED,planned,planned
SPEC-009-Smart-Locker-System,Smart Locker System,specialized,SPECIALIZED,planned,planned
SPEC-010-AI-Fitness-Coach,Ai Fitness Coach,specialized,SPECIALIZED,planned,planned
SPEC-011-Smart-Golf-Caddie,Smart Golf Caddie,specialized,SPECIALIZED,planned,planned
SPEC-012-AI-Nutritionist,Ai Nutritionist,specialized,SPECIALIZED,planned,planned
SPEC-013-Smart-Hotel-Butler,Smart Hotel Butler,specialized,SPECIALIZED,planned,planned
SPEC-014-AI-Language-Tutor,Ai Language Tutor,specialized,SPECIALIZED,planned,planned
SPEC-015-Smart-Transportation-AI,Smart Transportation Ai,specialized,SPECIALIZED,planned,planned
SPEC-016-AI-Travel-Planner,Ai Travel Planner,specialized,SPECIALIZED,planned,planned
SPEC-017-Smart-Agriculture-AI,Smart Agriculture Ai,specialized,SPECIALIZED,planned,planned
SPEC-018-AI-Personal-Shopper,Ai Personal Shopper,specialized,SPECIALIZED,planned,planned
SPEC-019-Smart-Home-Security,Smart Home Security,specialized,SPECIALIZED,planned,planned
SPEC-020-AI-Music-Producer,Ai Music Producer,specialized,SPECIALIZED,planned,planned
SPEC-021-Smart-Restaurant-AI,Smart Restaurant Ai,specialized,SPECIALIZED,planned,planned
SPEC-022-AI-Movie-Critic,Ai Movie Critic,specialized,SPECIALIZED,planned,planned
SPEC-023-Smart-Museum-Guide,Smart Museum Guide,specialized,SPECIALIZED,planned,planned
SPEC-024-AI-Sports-Analyst,Ai Sports Analyst,specialized,SPECIALIZED,planned,planned
SPEC-025-Smart-Library-AI,Smart Library Ai,specialized,SPECIALIZED,planned,planned
SPEC-026-AI-Art-Curator,Ai Art Curator,specialized,SPECIALIZED,planned,planned
SPEC-027-Smart-Fitness-AI,Smart Fitness Ai,specialized,SPECIALIZED,planned,planned
SPEC-028-AI-Poetry-Generator,Ai Poetry Generator,specialized,SPECIALIZED,planned,planned
SPEC-029-Smart-Dating-AI,Smart Dating Ai,specialized,SPECIALIZED,planned,planned
SPEC-030-AI-Journalism-Tool,Ai Journalism Tool,specialized,SPECIALIZED,planned,planned
SPEC-031-Smart-Legal-AI,Smart Legal Ai,specialized,SPECIALIZED,planned,planned
SPEC-032-AI-Game-Designer,Ai Game Designer,specialized,SPECIALIZED,growth,active
SPEC-033-Smart-Real-Estate-AI,Smart Real Estate Ai,specialized,SPECIALIZED,planned,planned
SPEC-034-AI-Cooking-Assistant,Ai Cooking Assistant,specialized,SPECIALIZED,planned,planned
SPEC-035-Smart-Health-AI,Smart Health Ai,specialized,SPECIALIZED,planned,planned
SPEC-036-AI-Photography-Tool,Ai Photography Tool,specialized,SPECIALIZED,planned,planned
SPEC-037-Smart-Writing-AI,Smart Writing Ai,specialized,SPECIALIZED,planned,planned
SPEC-038-AI-Comedy-Writer,Ai Comedy Writer,specialized,SPECIALIZED,planned,planned
SPEC-039-Smart-Meditation-AI,Smart Meditation Ai,specialized,SPECIALIZED,planned,planned
SPEC-040-AI-Debate-Coach,Ai Debate Coach,specialized,SPECIALIZED,planned,planned
SPEC-041-Smart-Parenting-AI,Smart Parenting Ai,specialized,SPECIALIZED,planned,planned
SPEC-042-AI-Financial-Advisor,Ai Financial Advisor,specialized,SPECIALIZED,planned,planned
SPEC-043-Smart-Automotive-AI,Smart Automotive Ai,specialized,SPECIALIZED,planned,planned
SPEC-044-AI-Aviation-Planner,Ai Aviation Planner,specialized,SPECIALIZED,planned,planned
SPEC-045-Smart-Maritime-AI,Smart Maritime Ai,specialized,SPECIALIZED,planned,planned
SPEC-046-AI-Weather-Forecast,Ai Weather Forecast,specialized,SPECIALIZED,planned,planned
SPEC-047-Smart-Energy-AI,Smart Energy Ai,specialized,SPECIALIZED,planned,planned
SPEC-048-AI-Sports-Coach,Ai Sports Coach,specialized,SPECIALIZED,planned,planned
SPEC-049-Smart-Education-AI,Smart Education Ai,specialized,SPECIALIZED,planned,planned
SPEC-050-AI-Language-Translator,Ai Language Translator,specialized,SPECIALIZED,planned,planned
FI-dist,Dist,financial,FINANCIAL,planned,planned
FI-node_modules,Node_Modules,financial,FINANCIAL,planned,planned
FI-public,Public,financial,FINANCIAL,planned,planned
FI-src,Src,financial,FINANCIAL,planned,planned
FI-supabase,Supabase,financial,FINANCIAL,planned,planned
CON-001-ACE-CONSTRUCTION,Ace Construction,construction,CONSTRUCTION,planned,planned
CON-002-RESIDENTIAL-CONSTRUCTION,Residential Construction,construction,CONSTRUCTION,planned,planned
CON-003-COMMERCIAL-CONSTRUCTION,Commercial Construction,construction,CONSTRUCTION,planned,planned
CON-004-INDUSTRIAL-CONSTRUCTION,Industrial Construction,construction,CONSTRUCTION,planned,planned
CON-005-CONSTRUCTION-EQUIPMENT-RENTAL,Construction Equipment Rental,construction,CONSTRUCTION,planned,planned
CON-006-CONSTRUCTION-PROJECT-MANAGEMENT,Construction Project Management,construction,CONSTRUCTION,planned,planned
CON-007-GREEN-BUILDING-SERVICES,Green Building Services,construction,CONSTRUCTION,planned,planned
CON-008-HOME-RENOVATION-SERVICES,Home Renovation Services,construction,CONSTRUCTION,planned,planned
CON-009-ROOFING-COMPANY,Roofing Company,construction,CONSTRUCTION,planned,planned
CON-010-PLUMBING-SERVICES,Plumbing Services,construction,CONSTRUCTION,planned,planned
CON-011-ELECTRICAL-SERVICES,Electrical Services,construction,CONSTRUCTION,planned,planned
CON-012-HVAC-SERVICES,HVAC Services,construction,CONSTRUCTION,planned,planned
CON-013-PAINTING-SERVICES,Painting Services,construction,CONSTRUCTION,planned,planned
CON-014-FLOORING-SERVICES,Flooring Services,construction,CONSTRUCTION,planned,planned
CON-015-LANDSCAPING-SERVICES,Landscaping Services,construction,CONSTRUCTION,planned,planned
CON-016-DEMOLITION-SERVICES,Demolition Services,construction,CONSTRUCTION,planned,planned
CON-017-CONCRETE-SERVICES,Concrete Services,construction,CONSTRUCTION,planned,planned
CON-018-CARPENTRY-SERVICES,Carpentry Services,construction,CONSTRUCTION,planned,planned
CON-019-WINDOW-INSTALLATION,Window Installation,construction,CONSTRUCTION,planned,planned
CON-020-INSULATION-SERVICES,Insulation Services,construction,CONSTRUCTION,planned,planned
RE-001-PROPERTY-HOLDINGS,Property Holdings,real-estate,REAL-ESTATE,planned,planned
OPS-001-VENTURE-STAFFING,Venture Staffing Operations,operations,OPERATIONS,mvp,development
PROFILE-001-DIVINE-JOHNS-PORTFOLIO,Divine Johns Portfolio,media-content,MEDIA-CONTENT,mvp,development
ET-010-PERSONAL-RESUME,Personal Resume,education-training,EDUCATION-TRAINING,mvp,development
TECH-061-TECH-VENTURES-PORTFOLIO,Tech Ventures Portfolio,technology,TECHNOLOGY,mvp,development
ET-011-Landing-Kit-Template-Demo,Landing Kit Template Demo,education-training,EDUCATION-TRAINING,planned,planned
EC-111-Miss-Toys,Miss Toys,e-commerce,E-COMMERCE,mvp,development
EC-112-Cosmic-Kitty,Cosmic Kitty,e-commerce,E-COMMERCE,mvp,development
TECH-062-IZA-OS,IZA OS,technology,TECHNOLOGY,mvp,development
