venture_id,name,sector,stage,status,required_capabilities,implemented_capabilities,coverage_pct
TECH-017-Speech-to-Text-AI,Speech To Text Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-018-Text-to-Speech-AI,Text To Speech Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-019-Fraud-Prevention-AI,Fraud Prevention Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
TECH-020-Recommendation-Engine,Recommendation Engine,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,agent;automation;llm,33.3
TECH-021-Network-Security-AI,Network Security Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;security,llm;security,20.0
TECH-022-Database-Optimizer,Database Optimizer,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,database,11.1
TECH-023-AI-Testing-Platform,Ai Testing Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-024-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
TECH-025-Machine-Learning-Builder,Machine Learning Builder,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;machine-learning;payments,machine-learning,10.0
TECH-026-AI-Ethics-Auditor,Ai Ethics Auditor,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-027-Predictive-Analytics-AI,Predictive Analytics Ai,technology,planned,planned,agent;analytics;api;authentication;automation;dashboard;database;devtools;llm;payments,analytics;llm,20.0
TECH-028-AI-Training-Platform,Ai Training Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-029-Digital-Twin-AI,Digital Twin Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-030-AI-Monitoring-System,Ai Monitoring System,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;monitoring;payments,llm;monitoring,20.0
TECH-031-Edge-Computing-AI,Edge Computing Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-032-AI-Integration-Hub,Ai Integration Hub,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-033-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-034-AI-Compliance-Scanner,Ai Compliance Scanner,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-035-Cloud-Management-AI,Cloud Management Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-036-Robotics-Training-AI,Robotics Training Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
TECH-037-Customer-Insights-AI,Customer Insights Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-038-Voice-Assistant-AI,Voice Assistant Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-039-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-040-Cybersecurity-Shield,Cybersecurity Shield,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;security,agent;automation;llm;security,40.0
TECH-041-Content-Studio-AI,Content Studio Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-042-Smart-Home-AI,Smart Home Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-043-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
TECH-044-Data-Visualization-AI,Data Visualization Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-045-Workflow-Automation,Workflow Automation,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,agent;automation;llm,33.3
TECH-046-Sentiment-Analyzer,Sentiment Analyzer,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,agent;automation;llm,33.3
TECH-047-Image-Recognition-AI,Image Recognition Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-048-Video-Editor-AI,Video Editor Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-049-Speech-to-Text-AI,Speech To Text Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-050-Text-to-Speech-AI,Text To Speech Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-052-Recommendation-Engine,Recommendation Engine,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,agent;automation;llm,33.3
TECH-053-Network-Security-AI,Network Security Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;security,llm;security,20.0
TECH-054-Database-Optimizer,Database Optimizer,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,database,11.1
TECH-055-AI-Testing-Platform,Ai Testing Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-056-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
TECH-057-Machine-Learning-Builder,Machine Learning Builder,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;machine-learning;payments,machine-learning,10.0
TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-059-Predictive-Analytics-AI,Predictive Analytics Ai,technology,planned,planned,agent;analytics;api;authentication;automation;dashboard;database;devtools;llm;payments,analytics;llm,20.0
TECH-060-AI-Training-Platform,Ai Training Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;monitoring;payments;scheduling,agent;automation;llm,11.1
OPS-002-Supply-Chain-Optimizer,Supply Chain Optimizer,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;monitoring;payments;scheduling,,0.0
OPS-003-Event-Planning-AI,Event Planning Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-004-Inventory-Management-AI,Inventory Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-005-Project-Management-AI,Project Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-006-Document-Automation-AI,Document Automation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,automation;llm,20.0
OPS-007-Meeting-Assistant-AI,Meeting Assistant Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-008-Recruitment-AI,Recruitment Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-009-Onboarding-AI,Onboarding Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-010-Training-Platform-AI,Training Platform Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-011-Performance-Review-AI,Performance Review Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-012-IT-Support-AI,It Support Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-013-Facilities-Management-AI,Facilities Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-014-Travel-Booking-AI,Travel Booking Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-015-Expense-Management-AI,Expense Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,llm,10.0
OPS-016-Contract-Management-AI,Contract Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-017-Compliance-Monitoring-AI,Compliance Monitoring Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-018-Quality-Control-AI,Quality Control Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-019-Asset-Management-AI,Asset Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-020-Time-Tracking-AI,Time Tracking Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-021-Document-Security-AI,Document Security Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling;security,,0.0
OPS-022-Knowledge-Management-AI,Knowledge Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-023-Meeting-Transcription-AI,Meeting Transcription Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-024-Task-Automation-AI,Task Automation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-025-Resource-Allocation-AI,Resource Allocation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-026-Budget-Planning-AI,Budget Planning Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-027-Cost-Optimization-AI,Cost Optimization Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-028-Procurement-AI,Procurement Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-029-Vendor-Management-AI,Vendor Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-030-Contract-Negotiation-AI,Contract Negotiation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-031-Legal-Document-AI,Legal Document Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;ocr;payments;scheduling,,0.0
OPS-032-Compliance-Reporting-AI,Compliance Reporting Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-033-Training-Content-AI,Training Content Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-034-Employee-Engagement-AI,Employee Engagement Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-035-Succession-Planning-AI,Succession Planning Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-036-Workspace-Design-AI,Workspace Design Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling;workspace,,0.0
OPS-037-Energy-Efficiency-AI,Energy Efficiency Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-038-Security-Monitoring-AI,Security Monitoring Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling;security,,0.0
OPS-039-Health-Safety-AI,Health Safety Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-040-Disaster-Recovery-AI,Disaster Recovery Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-041-IT-Asset-Management,It Asset Management,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;monitoring;payments;scheduling,,0.0
OPS-042-Cloud-Cost-Management,Cloud Cost Management,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;monitoring;payments;scheduling,,0.0
OPS-043-Data-Governance-AI,Data Governance Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-044-Network-Monitoring-AI,Network Monitoring Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-045-Software-Licensing-AI,Software Licensing Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-046-IT-Procurement-AI,It Procurement Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-047-System-Integration-AI,System Integration Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-048-Data-Backup-AI,Data Backup Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-049-Business-Continuity-AI,Business Continuity Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-050-Compliance-Audit-AI,Compliance Audit Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-051-Document-Collaboration-AI,Document Collaboration Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling;workspace,,0.0
OPS-052-Video-Conferencing-AI,Video Conferencing Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-053-Email-Management-AI,Email Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;notifications;payments;scheduling,,0.0
OPS-054-Calendar-Optimization-AI,Calendar Optimization Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-055-Project-Budget-AI,Project Budget Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-056-Resource-Forecasting-AI,Resource Forecasting Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-057-Task-Prioritization-AI,Task Prioritization Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-058-Time-Management-AI,Time Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-059-Meeting-Minutes-AI,Meeting Minutes Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-060-Document-Translation-AI,Document Translation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-061-Form-Automation-AI,Form Automation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-062-Report-Generation-AI,Report Generation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-063-Dashboard-Creation-AI,Dashboard Creation Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-064-Analytics-Platform-AI,Analytics Platform Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-065-Data-Cleaning-AI,Data Cleaning Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
OPS-066-Workflow-Management-AI,Workflow Management Ai,operations,planned,planned,analytics;api;authentication;automation;dashboard;database;llm;monitoring;payments;scheduling,,0.0
EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-002-AI-Literacy-Program,Ai Literacy Program,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-005-Coding-Bootcamp,Coding Bootcamp,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-006-Homeschooling-Content-AI,Homeschooling Content Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,,0.0
EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
EDU-009-Voiceover-Script-Library,Voiceover Script Library,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-013-Automated-Empire-Book,Automated Empire Book,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-017-AI-Coding-Tutor,Ai Coding Tutor,education,growth,active,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-018-Online-Course-Creator,Online Course Creator,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-019-Executive-Education-Program,Executive Education Program,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-020-Youth-STEM-Program,Youth Stem Program,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-021-Remote-Work-Certification,Remote Work Certification,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-022-AI-Research-Assistant,Ai Research Assistant,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-023-Personal-Finance-Coach,Personal Finance Coach,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,agent;dashboard,11.1
EDU-024-Language-Learning-AI,Language Learning Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-025-Test-Preparation-AI,Test Preparation Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-026-Corporate-Training-AI,Corporate Training Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-027-Medical-Education-AI,Medical Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-028-Legal-Education-AI,Legal Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-029-Music-Education-AI,Music Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-030-Art-Education-AI,Art Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-031-Physical-Education-AI,Physical Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-032-Environmental-Education-AI,Environmental Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-033-Social-Studies-AI,Social Studies Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-034-Math-Education-AI,Math Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-035-Science-Education-AI,Science Education Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-037-Writing-Instruction-AI,Writing Instruction Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-038-Critical-Thinking-AI,Critical Thinking Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
EDU-040-Time-Management-AI,Time Management Ai,education,planned,planned,analytics;api;authentication;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-001-Luminary-Worldwide-Events,Luminary Worldwide Events,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,,0.0
COMM-002-Brotherhood-Coaching-Network,Brotherhood Coaching Network,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,monitoring,0.0
COMM-003-Ace-Senior-Care-Connect,Ace Senior Care Connect,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,,0.0
COMM-004-Community-Outreach-Nonprofit,Community Outreach Nonprofit,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,,0.0
COMM-005-Ace-Food-Security-AI,Ace Food Security Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;security;workspace,llm;security,18.2
COMM-006-Community-Technology-Access-AI,Community Technology Access Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-007-Youth-Leadership-AI,Youth Leadership Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-008-Community-Fundraising-AI,Community Fundraising Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-009-Volunteer-Hub-AI,Volunteer Hub Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-010-Disaster-Relief-AI,Disaster Relief Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-011-Indigenous-Creator-Hub,Indigenous Creator Hub,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,monitoring,0.0
COMM-012-Black-Art-Museum-AI,Black Art Museum Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-013-Women-s-Empowerment-Network,Women S Empowerment Network,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,monitoring,0.0
COMM-014-Veterans-Support-AI,Veterans Support Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-015-Youth-Mentorship-Program,Youth Mentorship Program,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,,0.0
COMM-016-Community-Health-AI,Community Health Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-017-Local-Business-Directory,Local Business Directory,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,,0.0
COMM-018-Neighborhood-Watch-AI,Neighborhood Watch Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-019-Community-Garden-AI,Community Garden Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-020-Public-Transportation-AI,Public Transportation Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-021-Housing-Assistance-AI,Housing Assistance Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-022-Job-Training-Center,Job Training Center,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,,0.0
COMM-023-Elder-Companion-AI,Elder Companion Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-024-Youth-Sports-AI,Youth Sports Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-025-Community-Legal-Aid,Community Legal Aid,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,,0.0
COMM-026-Public-Education-AI,Public Education Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-027-Local-Government-AI,Local Government Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-028-Public-Safety-AI,Public Safety Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-029-Community-Wellness-AI,Community Wellness Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-030-Cultural-Exchange-AI,Cultural Exchange Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-031-Community-Investment-AI,Community Investment Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-032-Public-Health-AI,Public Health Ai,operations,planned,planned,api;authentication;crm;dashboard;database;llm;notifications;payments;search;workspace,llm,10.0
COMM-033-Youth-Innovation-Hub,Youth Innovation Hub,operations,planned,planned,api;authentication;crm;dashboard;database;notifications;payments;search;workspace,monitoring,0.0
